code_insee_commune_actualise,etiquette_dpe,etiquette_ges,type_batiment,annee_construction,surface_habitable_logement,consommation_energie_primaire,date_reception_dpe,region_code,source
02317,G,C,maison,1948,42.6,558.0,2021-07-21,32,simule_distributions_ademe_2023
60080,F,B,appartement,1941,44.1,423.0,2021-07-21,32,simule_distributions_ademe_2023
80216,E,D,appartement,1969,97.8,548.0,2021-07-21,32,simule_distributions_ademe_2023
59241,E,C,maison,1989,79.7,612.0,2021-07-21,32,simule_distributions_ademe_2023
62014,F,E,maison,1926,89.5,403.0,2021-07-22,32,simule_distributions_ademe_2023
02289,F,B,maison,1944,99.8,601.0,2021-07-22,32,simule_distributions_ademe_2023
80123,F,C,maison,1936,101.3,552.0,2021-07-22,32,simule_distributions_ademe_2023
62064,C,D,maison,2004,82.8,291.0,2021-07-23,32,simule_distributions_ademe_2023
62080,G,D,maison,1939,66.3,617.0,2021-07-23,32,simule_distributions_ademe_2023
59089,E,F,appartement,1972,128.8,511.0,2021-07-23,32,simule_distributions_ademe_2023
59095,D,F,appartement,1984,63.2,251.0,2021-07-23,32,simule_distributions_ademe_2023
60105,C,D,maison,1998,106.5,291.0,2021-07-24,32,simule_distributions_ademe_2023
02318,G,F,maison,1966,35.5,687.0,2021-07-24,32,simule_distributions_ademe_2023
80347,B,F,appartement,1993,46.1,72.0,2021-07-24,32,simule_distributions_ademe_2023
62021,A,E,appartement,1993,73.5,60.0,2021-07-24,32,simule_distributions_ademe_2023
62094,B,D,maison,1991,45.8,131.0,2021-07-25,32,simule_distributions_ademe_2023
60224,F,E,appartement,1920,76.1,672.0,2021-07-25,32,simule_distributions_ademe_2023
62311,G,C,maison,1956,45.9,658.0,2021-07-25,32,simule_distributions_ademe_2023
60169,F,G,appartement,1936,72.3,494.0,2021-07-25,32,simule_distributions_ademe_2023
60048,F,F,maison,1956,74.6,681.0,2021-07-26,32,simule_distributions_ademe_2023
60210,D,E,appartement,1982,52.3,224.0,2021-07-26,32,simule_distributions_ademe_2023
80258,G,G,appartement,1945,53.8,583.0,2021-07-26,32,simule_distributions_ademe_2023
62340,E,G,immeuble,1990,63.3,424.0,2021-07-26,32,simule_distributions_ademe_2023
80390,F,D,maison,1963,51.1,535.0,2021-07-27,32,simule_distributions_ademe_2023
59044,B,F,appartement,1997,105.1,147.0,2021-07-27,32,simule_distributions_ademe_2023
60346,E,F,appartement,1987,129.7,552.0,2021-07-27,32,simule_distributions_ademe_2023
62376,A,E,immeuble,1998,108.7,54.0,2021-07-27,32,simule_distributions_ademe_2023
59177,E,D,maison,1978,89.2,663.0,2021-07-28,32,simule_distributions_ademe_2023
80133,D,F,appartement,1982,71.2,310.0,2021-07-28,32,simule_distributions_ademe_2023
62338,F,E,appartement,1920,18.0,620.0,2021-07-28,32,simule_distributions_ademe_2023
60058,E,G,maison,1971,60.4,480.0,2021-07-28,32,simule_distributions_ademe_2023
80357,C,F,appartement,1998,23.2,314.0,2021-07-29,32,simule_distributions_ademe_2023
62202,E,C,appartement,1980,124.3,418.0,2021-07-29,32,simule_distributions_ademe_2023
59178,D,D,appartement,1985,54.5,230.0,2021-07-29,32,simule_distributions_ademe_2023
60312,B,B,immeuble,2008,109.4,93.0,2021-07-29,32,simule_distributions_ademe_2023
59375,F,B,maison,1964,62.1,622.0,2021-07-30,32,simule_distributions_ademe_2023
62122,E,F,appartement,1966,56.3,475.0,2021-07-30,32,simule_distributions_ademe_2023
02042,D,D,maison,1981,119.4,152.0,2021-07-30,32,simule_distributions_ademe_2023
02105,E,E,appartement,1992,74.9,529.0,2021-07-30,32,simule_distributions_ademe_2023
60092,D,F,maison,1969,183.6,292.0,2021-07-31,32,simule_distributions_ademe_2023
59018,C,E,appartement,1994,44.8,213.0,2021-07-31,32,simule_distributions_ademe_2023
62070,G,E,immeuble,1961,37.3,538.0,2021-07-31,32,simule_distributions_ademe_2023
62205,F,F,maison,1964,105.5,459.0,2021-07-31,32,simule_distributions_ademe_2023
02311,F,F,maison,1923,82.6,685.0,2021-08-01,32,simule_distributions_ademe_2023
62272,F,D,immeuble,1959,94.8,571.0,2021-08-01,32,simule_distributions_ademe_2023
60043,C,C,appartement,1994,55.4,210.0,2021-08-01,32,simule_distributions_ademe_2023
02119,B,C,maison,1987,39.3,108.0,2021-08-01,32,simule_distributions_ademe_2023
60314,E,C,maison,1974,27.2,363.0,2021-08-02,32,simule_distributions_ademe_2023
60011,E,G,immeuble,1980,51.8,354.0,2021-08-02,32,simule_distributions_ademe_2023
80266,D,D,maison,1993,125.5,244.0,2021-08-02,32,simule_distributions_ademe_2023
59190,E,C,appartement,1981,113.3,644.0,2021-08-03,32,simule_distributions_ademe_2023
60394,D,D,maison,1980,47.6,239.0,2021-08-03,32,simule_distributions_ademe_2023
62306,E,F,appartement,1979,173.3,535.0,2021-08-03,32,simule_distributions_ademe_2023
60170,G,C,maison,1938,56.5,505.0,2021-08-03,32,simule_distributions_ademe_2023
62042,G,D,appartement,1935,83.8,593.0,2021-08-04,32,simule_distributions_ademe_2023
60264,F,B,appartement,1971,77.8,590.0,2021-08-04,32,simule_distributions_ademe_2023
60002,D,D,maison,1970,88.5,289.0,2021-08-04,32,simule_distributions_ademe_2023
80259,E,D,immeuble,1970,167.7,387.0,2021-08-04,32,simule_distributions_ademe_2023
02095,D,C,maison,1987,63.5,225.0,2021-08-05,32,simule_distributions_ademe_2023
59184,E,E,appartement,1981,105.8,530.0,2021-08-05,32,simule_distributions_ademe_2023
60111,E,C,immeuble,1981,115.1,402.0,2021-08-05,32,simule_distributions_ademe_2023
02307,E,C,maison,1986,43.2,539.0,2021-08-05,32,simule_distributions_ademe_2023
60346,E,G,maison,1970,49.5,552.0,2021-08-06,32,simule_distributions_ademe_2023
80340,D,G,maison,1977,25.5,154.0,2021-08-06,32,simule_distributions_ademe_2023
62016,E,D,appartement,1988,79.1,683.0,2021-08-06,32,simule_distributions_ademe_2023
62183,F,G,appartement,1944,203.8,646.0,2021-08-06,32,simule_distributions_ademe_2023
60056,G,A,appartement,1957,126.1,629.0,2021-08-07,32,simule_distributions_ademe_2023
02332,D,B,appartement,1992,50.8,267.0,2021-08-07,32,simule_distributions_ademe_2023
62330,D,F,appartement,1984,22.0,303.0,2021-08-07,32,simule_distributions_ademe_2023
60150,C,F,maison,1990,48.9,177.0,2021-08-07,32,simule_distributions_ademe_2023
60062,C,G,appartement,1990,29.8,218.0,2021-08-08,32,simule_distributions_ademe_2023
62049,F,D,appartement,1933,71.6,571.0,2021-08-08,32,simule_distributions_ademe_2023
80083,B,E,appartement,2008,63.8,143.0,2021-08-08,32,simule_distributions_ademe_2023
62116,F,B,appartement,1969,65.0,406.0,2021-08-08,32,simule_distributions_ademe_2023
62355,A,F,maison,2007,28.0,104.0,2021-08-09,32,simule_distributions_ademe_2023
59029,C,D,appartement,2014,51.3,265.0,2021-08-09,32,simule_distributions_ademe_2023
62169,C,F,maison,2002,78.5,326.0,2021-08-09,32,simule_distributions_ademe_2023
02343,F,F,maison,1957,54.8,678.0,2021-08-09,32,simule_distributions_ademe_2023
59196,E,D,appartement,1983,57.6,516.0,2021-08-10,32,simule_distributions_ademe_2023
02353,B,A,appartement,2001,48.8,99.0,2021-08-10,32,simule_distributions_ademe_2023
59142,F,E,maison,1966,87.1,659.0,2021-08-10,32,simule_distributions_ademe_2023
59241,E,D,immeuble,1970,68.8,429.0,2021-08-10,32,simule_distributions_ademe_2023
60218,G,G,appartement,1931,37.3,465.0,2021-08-11,32,simule_distributions_ademe_2023
02097,E,D,maison,1990,38.7,688.0,2021-08-11,32,simule_distributions_ademe_2023
60163,F,E,maison,1954,55.7,535.0,2021-08-11,32,simule_distributions_ademe_2023
60241,D,E,maison,1988,60.4,323.0,2021-08-11,32,simule_distributions_ademe_2023
80026,C,E,maison,2014,64.2,236.0,2021-08-12,32,simule_distributions_ademe_2023
59255,E,B,appartement,1989,77.7,529.0,2021-08-12,32,simule_distributions_ademe_2023
62256,G,G,appartement,1935,21.9,474.0,2021-08-12,32,simule_distributions_ademe_2023
80346,D,E,appartement,1972,40.1,175.0,2021-08-12,32,simule_distributions_ademe_2023
59260,E,G,appartement,1992,38.8,391.0,2021-08-13,32,simule_distributions_ademe_2023
60116,D,E,appartement,1985,105.0,277.0,2021-08-13,32,simule_distributions_ademe_2023
62084,F,C,immeuble,1946,107.6,370.0,2021-08-13,32,simule_distributions_ademe_2023
02305,F,G,appartement,1950,71.1,643.0,2021-08-14,32,simule_distributions_ademe_2023
60311,D,F,appartement,1973,94.5,237.0,2021-08-14,32,simule_distributions_ademe_2023
80329,A,D,maison,2010,87.2,117.0,2021-08-14,32,simule_distributions_ademe_2023
02164,F,G,maison,1959,40.6,590.0,2021-08-14,32,simule_distributions_ademe_2023
80082,D,D,appartement,1977,46.9,328.0,2021-08-15,32,simule_distributions_ademe_2023
80285,G,B,maison,1969,61.6,464.0,2021-08-15,32,simule_distributions_ademe_2023
80146,A,D,maison,1999,54.0,148.0,2021-08-15,32,simule_distributions_ademe_2023
60181,D,E,immeuble,1970,130.7,297.0,2021-08-15,32,simule_distributions_ademe_2023
80210,G,D,appartement,1922,90.1,438.0,2021-08-16,32,simule_distributions_ademe_2023
59355,G,E,appartement,1930,100.4,370.0,2021-08-16,32,simule_distributions_ademe_2023
62217,C,E,maison,1986,36.9,306.0,2021-08-16,32,simule_distributions_ademe_2023
62075,C,C,appartement,1999,67.8,184.0,2021-08-16,32,simule_distributions_ademe_2023
59076,F,D,maison,1960,82.5,517.0,2021-08-17,32,simule_distributions_ademe_2023
62025,D,E,maison,1981,82.5,314.0,2021-08-17,32,simule_distributions_ademe_2023
59330,F,E,appartement,1965,31.4,671.0,2021-08-17,32,simule_distributions_ademe_2023
02099,C,F,appartement,2015,60.0,156.0,2021-08-17,32,simule_distributions_ademe_2023
80309,F,G,maison,1921,18.0,486.0,2021-08-18,32,simule_distributions_ademe_2023
80273,E,G,maison,1985,62.1,390.0,2021-08-18,32,simule_distributions_ademe_2023
62396,B,C,maison,2012,98.7,110.0,2021-08-18,32,simule_distributions_ademe_2023
80150,F,E,maison,1947,72.8,555.0,2021-08-18,32,simule_distributions_ademe_2023
62052,B,D,maison,2000,70.7,64.0,2021-08-19,32,simule_distributions_ademe_2023
02348,G,C,appartement,1953,56.4,440.0,2021-08-19,32,simule_distributions_ademe_2023
02269,F,F,appartement,1945,78.7,585.0,2021-08-19,32,simule_distributions_ademe_2023
80087,G,G,appartement,1966,43.2,385.0,2021-08-19,32,simule_distributions_ademe_2023
59270,E,F,immeuble,1982,79.7,632.0,2021-08-20,32,simule_distributions_ademe_2023
80170,G,F,maison,1944,80.7,612.0,2021-08-20,32,simule_distributions_ademe_2023
62060,E,A,appartement,1977,43.1,335.0,2021-08-20,32,simule_distributions_ademe_2023
62169,D,F,appartement,1970,111.7,239.0,2021-08-20,32,simule_distributions_ademe_2023
80103,C,C,appartement,1986,133.0,327.0,2021-08-21,32,simule_distributions_ademe_2023
60051,E,A,maison,1983,53.6,396.0,2021-08-21,32,simule_distributions_ademe_2023
02036,E,E,appartement,1971,131.7,393.0,2021-08-21,32,simule_distributions_ademe_2023
62291,C,F,maison,1995,90.5,197.0,2021-08-21,32,simule_distributions_ademe_2023
80319,G,E,maison,1922,23.6,527.0,2021-08-22,32,simule_distributions_ademe_2023
02350,G,G,maison,1936,62.3,589.0,2021-08-22,32,simule_distributions_ademe_2023
59133,E,D,appartement,1976,104.0,576.0,2021-08-22,32,simule_distributions_ademe_2023
59187,D,G,appartement,1976,125.7,158.0,2021-08-22,32,simule_distributions_ademe_2023
02394,F,E,maison,1942,33.4,592.0,2021-08-23,32,simule_distributions_ademe_2023
62081,D,E,appartement,1972,31.4,325.0,2021-08-23,32,simule_distributions_ademe_2023
80325,F,D,appartement,1928,81.2,336.0,2021-08-23,32,simule_distributions_ademe_2023
62017,G,F,appartement,1922,35.2,606.0,2021-08-23,32,simule_distributions_ademe_2023
62386,D,E,maison,1984,105.4,308.0,2021-08-24,32,simule_distributions_ademe_2023
02305,D,G,appartement,1965,54.0,169.0,2021-08-24,32,simule_distributions_ademe_2023
62153,D,D,appartement,1979,80.9,235.0,2021-08-24,32,simule_distributions_ademe_2023
80071,E,F,appartement,1976,106.4,393.0,2021-08-25,32,simule_distributions_ademe_2023
60395,D,G,maison,1965,34.5,313.0,2021-08-25,32,simule_distributions_ademe_2023
60262,F,G,appartement,1939,77.0,499.0,2021-08-25,32,simule_distributions_ademe_2023
60223,F,F,maison,1936,107.4,495.0,2021-08-25,32,simule_distributions_ademe_2023
59327,E,E,maison,1983,59.1,426.0,2021-08-26,32,simule_distributions_ademe_2023
02352,D,C,maison,1975,70.7,306.0,2021-08-26,32,simule_distributions_ademe_2023
60223,E,B,immeuble,1981,87.1,408.0,2021-08-26,32,simule_distributions_ademe_2023
80183,E,E,appartement,1967,53.1,632.0,2021-08-26,32,simule_distributions_ademe_2023
60151,F,A,maison,1955,60.0,590.0,2021-08-27,32,simule_distributions_ademe_2023
60081,A,C,appartement,2012,63.1,55.0,2021-08-27,32,simule_distributions_ademe_2023
02181,E,D,immeuble,1965,36.8,473.0,2021-08-27,32,simule_distributions_ademe_2023
62070,E,D,appartement,1965,59.2,398.0,2021-08-27,32,simule_distributions_ademe_2023
02259,C,G,appartement,2007,38.5,328.0,2021-08-28,32,simule_distributions_ademe_2023
62342,E,G,appartement,1981,64.8,496.0,2021-08-28,32,simule_distributions_ademe_2023
60330,G,E,appartement,1952,111.8,343.0,2021-08-28,32,simule_distributions_ademe_2023
80228,F,C,maison,1951,31.2,385.0,2021-08-28,32,simule_distributions_ademe_2023
02064,E,D,maison,1965,48.3,516.0,2021-08-29,32,simule_distributions_ademe_2023
80349,E,D,maison,1983,105.7,635.0,2021-08-29,32,simule_distributions_ademe_2023
80089,F,A,maison,1936,50.5,668.0,2021-08-29,32,simule_distributions_ademe_2023
59221,G,B,maison,1934,82.1,423.0,2021-08-29,32,simule_distributions_ademe_2023
62363,G,D,maison,1933,54.2,334.0,2021-08-30,32,simule_distributions_ademe_2023
60261,G,F,maison,1963,73.7,625.0,2021-08-30,32,simule_distributions_ademe_2023
62012,E,E,appartement,1982,143.5,595.0,2021-08-30,32,simule_distributions_ademe_2023
62291,E,E,maison,1984,98.3,391.0,2021-08-30,32,simule_distributions_ademe_2023
80205,G,D,maison,1935,51.1,501.0,2021-08-31,32,simule_distributions_ademe_2023
60292,E,C,maison,1992,83.1,463.0,2021-08-31,32,simule_distributions_ademe_2023
02221,C,D,maison,1991,146.1,242.0,2021-08-31,32,simule_distributions_ademe_2023
59161,G,D,maison,1952,114.1,375.0,2021-08-31,32,simule_distributions_ademe_2023
02194,F,B,maison,1955,22.4,370.0,2021-09-01,32,simule_distributions_ademe_2023
60239,E,G,maison,1979,66.3,455.0,2021-09-01,32,simule_distributions_ademe_2023
62092,F,B,maison,1974,83.1,688.0,2021-09-01,32,simule_distributions_ademe_2023
59164,C,C,appartement,2002,82.6,254.0,2021-09-01,32,simule_distributions_ademe_2023
59282,B,D,appartement,2016,70.1,62.0,2021-09-02,32,simule_distributions_ademe_2023
02115,F,G,appartement,1937,66.1,441.0,2021-09-02,32,simule_distributions_ademe_2023
59181,E,E,appartement,1971,108.8,411.0,2021-09-02,32,simule_distributions_ademe_2023
62276,E,D,immeuble,1968,73.8,617.0,2021-09-02,32,simule_distributions_ademe_2023
62037,G,F,maison,1941,61.3,398.0,2021-09-03,32,simule_distributions_ademe_2023
80201,F,G,appartement,1969,51.4,659.0,2021-09-03,32,simule_distributions_ademe_2023
59271,C,D,appartement,1999,30.3,184.0,2021-09-03,32,simule_distributions_ademe_2023
80012,E,D,appartement,1966,49.3,573.0,2021-09-03,32,simule_distributions_ademe_2023
02041,E,G,maison,1987,35.7,689.0,2021-09-04,32,simule_distributions_ademe_2023
80005,F,F,maison,1934,42.2,343.0,2021-09-04,32,simule_distributions_ademe_2023
60290,E,E,maison,1968,55.2,366.0,2021-09-04,32,simule_distributions_ademe_2023
59399,C,E,appartement,2001,33.7,167.0,2021-09-05,32,simule_distributions_ademe_2023
02249,G,F,maison,1937,81.7,435.0,2021-09-05,32,simule_distributions_ademe_2023
02042,G,E,appartement,1943,48.5,389.0,2021-09-05,32,simule_distributions_ademe_2023
80114,E,F,maison,1986,92.6,364.0,2021-09-05,32,simule_distributions_ademe_2023
59384,F,D,maison,1943,43.4,659.0,2021-09-06,32,simule_distributions_ademe_2023
60237,D,E,maison,1976,48.9,232.0,2021-09-06,32,simule_distributions_ademe_2023
59075,C,B,maison,2014,54.3,266.0,2021-09-06,32,simule_distributions_ademe_2023
02085,E,B,maison,1983,81.4,513.0,2021-09-06,32,simule_distributions_ademe_2023
02114,F,E,appartement,1958,46.8,545.0,2021-09-07,32,simule_distributions_ademe_2023
60064,C,D,appartement,2007,54.7,296.0,2021-09-07,32,simule_distributions_ademe_2023
60364,G,E,appartement,1932,56.7,672.0,2021-09-07,32,simule_distributions_ademe_2023
02129,D,F,immeuble,1989,80.8,184.0,2021-09-07,32,simule_distributions_ademe_2023
80201,C,D,maison,1994,92.2,260.0,2021-09-08,32,simule_distributions_ademe_2023
59199,G,E,appartement,1970,122.9,387.0,2021-09-08,32,simule_distributions_ademe_2023
80326,F,F,maison,1950,79.7,473.0,2021-09-08,32,simule_distributions_ademe_2023
80342,D,F,appartement,1977,77.7,157.0,2021-09-08,32,simule_distributions_ademe_2023
59398,D,G,maison,1990,108.8,326.0,2021-09-09,32,simule_distributions_ademe_2023
62119,G,F,appartement,1926,120.5,510.0,2021-09-09,32,simule_distributions_ademe_2023
60180,B,G,appartement,1985,81.9,58.0,2021-09-09,32,simule_distributions_ademe_2023
62078,E,D,appartement,1994,82.3,531.0,2021-09-09,32,simule_distributions_ademe_2023
80154,F,E,immeuble,1966,57.9,473.0,2021-09-10,32,simule_distributions_ademe_2023
02173,A,G,maison,2015,102.2,95.0,2021-09-10,32,simule_distributions_ademe_2023
80200,E,C,appartement,1980,73.5,560.0,2021-09-10,32,simule_distributions_ademe_2023
80117,C,C,maison,2001,177.5,157.0,2021-09-10,32,simule_distributions_ademe_2023
02140,G,B,maison,1974,41.2,498.0,2021-09-11,32,simule_distributions_ademe_2023
59053,E,F,appartement,1989,123.1,594.0,2021-09-11,32,simule_distributions_ademe_2023
02075,G,F,immeuble,1939,66.6,614.0,2021-09-11,32,simule_distributions_ademe_2023
80262,D,C,appartement,1992,86.6,159.0,2021-09-11,32,simule_distributions_ademe_2023
62185,B,D,maison,1991,76.3,140.0,2021-09-12,32,simule_distributions_ademe_2023
80293,D,D,appartement,1973,105.4,328.0,2021-09-12,32,simule_distributions_ademe_2023
02123,E,F,maison,1992,77.6,407.0,2021-09-12,32,simule_distributions_ademe_2023
60316,D,E,appartement,1967,57.8,242.0,2021-09-12,32,simule_distributions_ademe_2023
02358,G,C,appartement,1946,44.7,490.0,2021-09-13,32,simule_distributions_ademe_2023
62342,E,D,immeuble,1973,74.0,658.0,2021-09-13,32,simule_distributions_ademe_2023
80233,E,E,maison,1978,218.2,467.0,2021-09-13,32,simule_distributions_ademe_2023
59046,E,G,appartement,1974,118.4,508.0,2021-09-13,32,simule_distributions_ademe_2023
80264,D,F,maison,1965,187.0,222.0,2021-09-14,32,simule_distributions_ademe_2023
80121,E,G,maison,1986,77.0,413.0,2021-09-14,32,simule_distributions_ademe_2023
60091,D,D,maison,1981,117.0,325.0,2021-09-14,32,simule_distributions_ademe_2023
80140,G,E,appartement,1947,27.4,486.0,2021-09-14,32,simule_distributions_ademe_2023
62215,E,D,appartement,1994,42.8,557.0,2021-09-15,32,simule_distributions_ademe_2023
62254,E,E,maison,1979,69.8,644.0,2021-09-15,32,simule_distributions_ademe_2023
62236,E,C,maison,1975,118.8,350.0,2021-09-15,32,simule_distributions_ademe_2023
59307,G,E,appartement,1940,110.7,638.0,2021-09-16,32,simule_distributions_ademe_2023
02078,E,F,appartement,1969,45.5,363.0,2021-09-16,32,simule_distributions_ademe_2023
60018,E,F,maison,1990,101.9,396.0,2021-09-16,32,simule_distributions_ademe_2023
60107,E,E,appartement,1984,33.4,528.0,2021-09-16,32,simule_distributions_ademe_2023
60351,D,E,appartement,1985,89.9,227.0,2021-09-17,32,simule_distributions_ademe_2023
62183,B,E,appartement,2014,25.3,133.0,2021-09-17,32,simule_distributions_ademe_2023
02386,E,D,appartement,1985,27.4,378.0,2021-09-17,32,simule_distributions_ademe_2023
62122,F,D,appartement,1963,135.4,648.0,2021-09-17,32,simule_distributions_ademe_2023
59069,E,E,immeuble,1980,54.8,698.0,2021-09-18,32,simule_distributions_ademe_2023
